"Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.63381789672364,0.63381789672364,0.643451959510712,0.60748381920142,0.61653307121093
0.644408460067277,0.644408460067277,0.650888155829378,0.617054826291158,0.625084697252485
0.655536388664169,0.655536388664169,0.663072759539424,0.63189506350188,0.656133682473258
0.654948562413979,0.654948562413979,0.644432604689318,0.628344104115983,0.630709583201397
0.626176231126617,0.626176231126617,0.642018655560583,0.600775724584222,0.617743354684611
0.658854518406819,0.658854518406819,0.65002925904317,0.625026686889609,0.645016111883832
0.633240133800539,0.633240133800539,0.648528852015215,0.592918635326296,0.607405433801356
0.651978040839979,0.651978040839979,0.656175870473952,0.623645199731746,0.628058935156415
0.653055683254194,0.653055683254194,0.653920448593661,0.653134208209953,0.64570171942689
0.65291468944684,0.65291468944684,0.649411895144669,0.619871777162845,0.621542287102918
0.66559864568473,0.66559864568473,0.671076672993041,0.657556775238843,0.649037535759956
0.641367247337495,0.641367247337495,0.647556227421501,0.616439699612821,0.617403196765383
0.652133543619574,0.652133543619574,0.658778382603047,0.609030639273381,0.613566795337048
0.673544916137409,0.673544916137409,0.675854105133974,0.65471886084722,0.665263053454541
0.646411493497586,0.646411493497586,0.657414922048695,0.612167564680618,0.62061009158199
0.660899768177601,0.660899768177601,0.648262594879757,0.651182029215185,0.625862724611863
0.663032330955368,0.663032330955368,0.666318294287856,0.633294344517588,0.633099038064511
0.653545182438532,0.653545182438532,0.656293491898997,0.619595171108019,0.622507244493245
0.644258157423214,0.644258157423214,0.650152274044788,0.604217863652116,0.610544892646686
0.655365275016395,0.655365275016395,0.659863782882456,0.623674536945735,0.628583036947792
0.662595428750629,0.662595428750629,0.660400385322604,0.632809190814134,0.636977695917269
0.658459275440558,0.658459275440558,0.663395798799853,0.615149847998233,0.636768963511795
0.652593585131257,0.652593585131257,0.659865707746279,0.613191813715187,0.617421932239959
0.642221417003906,0.642221417003906,0.647441470910287,0.612914473905652,0.620131057973793
0.649499892064738,0.649499892064738,0.654257377574011,0.627093719059351,0.619802916507776
0.655324076540477,0.655324076540477,0.647445320213508,0.613261179855666,0.615732061401497
0.639878874432628,0.639878874432628,0.636998838706003,0.614757376718645,0.61033568763158
0.6491876076085,0.6491876076085,0.637687904787375,0.625632502918411,0.626511339363312
0.656624444791729,0.656624444791729,0.655924060111079,0.631199266634883,0.645576129970672
0.6536027254264,0.6536027254264,0.652360040170704,0.623394935601842,0.625418273057615
