"Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.680713296398892,0.680713296398892,0.684002770083104,0.683448753462603,0.678047091412742
0.6773891966759,0.6773891966759,0.659764542936288,0.658414127423823,0.662984764542937
0.702181440443214,0.702181440443214,0.703601108033242,0.691308864265928,0.698476454293629
0.694113573407202,0.694113573407202,0.656613573407204,0.677319944598337,0.690027700831025
0.695256232686982,0.695256232686982,0.694944598337951,0.695117728531856,0.699584487534627
0.695429362880886,0.695429362880886,0.702493074792245,0.671987534626039,0.676038781163435
0.684245152354572,0.684245152354572,0.682686980609419,0.680747922437673,0.67437673130194
0.679639889196677,0.679639889196677,0.682513850415513,0.679813019390582,0.687638504155124
0.657998614958449,0.657998614958449,0.655124653739613,0.658968144044322,0.658691135734072
0.68718836565097,0.68718836565097,0.637292243767313,0.650831024930747,0.650484764542937
0.678393351800554,0.678393351800554,0.687984764542938,0.645567867036012,0.63542243767313
0.696018005540167,0.696018005540167,0.695533240997231,0.70803324099723,0.708621883656511
0.684729916897507,0.684729916897507,0.678012465373962,0.671191135734072,0.675346260387812
0.668975069252078,0.668975069252078,0.668663434903047,0.667763157894737,0.667174515235457
0.676246537396121,0.676246537396121,0.673753462603878,0.657617728531857,0.670567867036012
0.657063711911357,0.657063711911357,0.631994459833795,0.650034626038781,0.656509695290859
0.708171745152355,0.708171745152355,0.710283933518006,0.70654432132964,0.711461218836566
0.700380886426593,0.700380886426593,0.686426592797784,0.6779432132964,0.694078947368421
0.681682825484765,0.681682825484765,0.683829639889197,0.673130193905817,0.683691135734073
0.703601108033242,0.703601108033242,0.707098337950139,0.691932132963989,0.708621883656508
0.684868421052631,0.684868421052631,0.643594182825486,0.648130193905817,0.66430055401662
0.690166204986151,0.690166204986151,0.691585872576177,0.681163434903046,0.678670360110804
0.668005540166205,0.668005540166205,0.676592797783935,0.676662049861497,0.681440443213296
0.670914127423824,0.670914127423824,0.662257617728532,0.656509695290858,0.677146814404431
0.689889196675902,0.689889196675902,0.686703601108034,0.666689750692521,0.670567867036012
0.686703601108034,0.686703601108034,0.685803324099723,0.664369806094183,0.67828947368421
0.674168975069253,0.674168975069253,0.684072022160666,0.678808864265929,0.692001385041551
0.666689750692521,0.666689750692521,0.667486149584488,0.661357340720222,0.670948753462604
0.687049861495845,0.687049861495845,0.685907202216067,0.669078947368421,0.676662049861497
0.668040166204987,0.668040166204987,0.661530470914128,0.655609418282549,0.665166204986149
0.704224376731302,0.704224376731302,0.705263157894737,0.674930747922438,0.690858725761774
0.686391966759003,0.686391966759003,0.698649584487535,0.659349030470915,0.661495844875346
0.668282548476455,0.668282548476455,0.669494459833795,0.659072022160666,0.663400277008312
0.682271468144045,0.682271468144045,0.679882271468145,0.682825484764544,0.684141274238228
0.683102493074793,0.683102493074793,0.689473684210527,0.652112188365652,0.658483379501386
0.684279778393352,0.684279778393352,0.690166204986151,0.65328947368421,0.669563711911358
0.653566481994461,0.653566481994461,0.651038781163434,0.667763157894737,0.659729916897506
0.640235457063712,0.640235457063712,0.667590027700831,0.626765927977839,0.673822714681442
0.68036703601108,0.68036703601108,0.66246537396122,0.639577562326871,0.649722991689751
0.69494459833795,0.69494459833795,0.690339335180056,0.664127423822715,0.689231301939059
0.654224376731303,0.654224376731303,0.663192520775623,0.662465373961218,0.667347645429362
0.680990304709141,0.680990304709141,0.672783933518006,0.680090027700832,0.676142659279779
0.62856648199446,0.62856648199446,0.642070637119113,0.667763157894737,0.653185595567866
0.699445983379503,0.699445983379503,0.694598337950138,0.671606648199446,0.679501385041552
0.701004155124655,0.701004155124655,0.701142659279778,0.670325484764544,0.692139889196676
0.677873961218836,0.677873961218836,0.684175900277009,0.635491689750693,0.655090027700831
0.686426592797783,0.686426592797783,0.688538781163434,0.676281163434904,0.677458448753462
0.670706371191135,0.670706371191135,0.679362880886428,0.679674515235457,0.677908587257618
0.675900277008309,0.675900277008309,0.66755540166205,0.643109418282548,0.658864265927978
0.6904432132964,0.6904432132964,0.688573407202216,0.661011080332411,0.681024930747921
0.687638504155126,0.687638504155126,0.683829639889197,0.671295013850414,0.682652354570638
0.707721606648199,0.707721606648199,0.701869806094184,0.684141274238227,0.693074792243768
0.685006925207757,0.685006925207757,0.68123268698061,0.666481994459835,0.675554016620499
0.683898891966758,0.683898891966758,0.654189750692521,0.664542936288087,0.682409972299169
0.689889196675901,0.689889196675901,0.693940443213296,0.673614958448755,0.655574792243767
0.685837950138504,0.685837950138504,0.686357340720221,0.666378116343491,0.674030470914127
0.685006925207756,0.685006925207756,0.686876731301939,0.660283933518005,0.66876731301939
0.644009695290859,0.644009695290859,0.644182825484765,0.64137811634349,0.634695290858726
0.688227146814404,0.688227146814404,0.685768698060941,0.680401662049861,0.689439058171746
0.701627423822714,0.701627423822714,0.699653739612189,0.695394736842105,0.700484764542936
0.663296398891967,0.663296398891967,0.664092797783935,0.66634349030471,0.663157894736843
