"NoBatch","Batch","Batch1","Batch2","Batch3","ComBat","Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.844075441476124,0.823841567761566,0.704972095650444,0.778092490181621,0.694774681035931,0.809873387212414,0.686507700727744,0.686507700727744,0.729613218402413,0.705201654268105,0.728092243270368
0.739819321210673,0.727041186001227,0.697947771688885,0.715500938584182,0.80633983628522,0.781541649611585,0.700322215500012,0.700322215500012,0.7431218464784,0.699233948570369,0.80633983628522
0.681426101776493,0.681062746526669,1.11464654420668,0.689387418850474,0.64969583768368,0.796129215009054,0.692580954030853,0.692580954030853,0.660638751480029,0.687187818429198,0.719594217189671
0.689812930106843,0.677705917441455,0.712647059437144,1.2559921834599,0.671083729402668,0.744691472761672,0.683255255820785,0.683255255820785,0.794103819509093,0.753429258065491,0.870110922685892
0.701972181863245,0.682070459214443,0.658615214292033,0.639251431705408,0.695807391313359,0.728704351738059,0.646876675636488,0.646876675636487,0.654050841052551,0.646414973550367,0.65818841505116
0.730935629008968,0.723467832603167,0.710657320833593,0.688193001877515,0.678872717549632,0.7564978459521,0.678927850331319,0.678927850331319,0.680900529422982,0.690526792666938,0.710657320833593
0.73016707832715,0.709217008732647,0.740809134079323,0.66686926584231,0.72392974795026,0.76318630426876,0.672763775491748,0.672763775491748,0.685063091777363,0.67308395568655,0.684805262420606
0.686866365609922,0.682611764817965,0.825553383177906,0.686144533215463,0.720939510657664,0.754277168687137,0.675348835644491,0.675348835644491,0.680914634640221,0.675541270838705,0.740698005123882
0.796000727333372,0.728150989114219,0.758456381986954,0.762245944120224,0.69286730965643,0.782103310475568,0.699187675437136,0.699187675437136,0.719290077519492,0.699228948109081,0.725964725927477
0.752993205791897,0.866764727715444,0.846755072536242,0.743780247493696,0.696598746318609,0.895273119140862,0.693021224406005,0.693021224406005,0.697704232815341,0.692515451123006,0.693864329408238
0.777362928790167,0.744914688247948,0.690588118596479,0.707432639256247,0.691533809980578,0.775555249911907,0.677885320791606,0.677885320791606,0.682430291583386,0.688340919056296,0.688380393215918
0.710577273234741,0.772646124568372,0.728958550169357,0.753112193790996,0.84097115173069,0.811123887939467,0.710170166683551,0.710170166683551,0.719708593844003,0.715454826923532,0.742918183212538
0.786722430861201,0.768339971089065,0.717122247508098,0.805081617495894,0.813560660897649,0.860096446668402,0.696748083805732,0.696748083805732,0.760289257469488,0.698138988112065,0.721640449962148
0.722796644032486,0.724035076555482,0.662514240276101,0.941182503420834,0.668446873244942,0.773062043267638,0.667804325636085,0.667804325636085,0.829202882254736,0.69246754118095,0.666406594840047
0.710105190930598,0.730654756891039,0.794620735550135,0.728003007850775,0.661321786371121,0.77481391829859,0.670686221967036,0.670686221967036,0.66351957040618,0.671129356976027,0.695311151476277
0.701895566694865,0.660064043496303,0.677186880823402,0.714977171374359,0.833505937840126,0.69258835747112,0.674801804542468,0.674801804542468,0.687741732726891,0.710654567985953,0.772123275506747
0.834821711489926,0.77842478064353,0.679343532287925,0.709315313495481,0.741793075586239,0.803463226185256,0.685036748992608,0.685036748992608,0.685772511379187,0.697946878761038,0.70315435265212
0.822309699051967,0.836304182214689,0.638783185545923,0.730833330905035,0.690178437717481,0.784791491373801,0.668061720494305,0.668061720494305,0.693835775573451,0.66802267906903,0.730833330905035
0.728864632834502,0.718489032322949,0.654834774376849,0.726594214092378,0.697150882133564,0.769860998565158,0.679019924446701,0.679019924446701,0.685339180496708,0.660354710789937,0.654723234894594
0.784856575284615,0.737847237725209,0.674083365629307,0.807096257531315,0.717325670673206,0.758606559787965,0.69334992090763,0.69334992090763,0.682582613419931,0.692220615860653,0.705970206360241
0.802736015777802,0.756521975017211,0.708887603964909,0.714061758790701,0.698067008884296,0.844377517014398,0.680699497265888,0.680699497265888,0.687818242143774,0.680592946869896,0.683683082037176
0.695954067270809,0.799352423950366,0.777717281756674,0.808423651618781,0.647631023414033,0.722024515450882,0.689481268288611,0.68948126828861,0.709820861524582,0.724508434503956,0.714015084025072
