"NoBatch","Batch","Batch1","Batch2","Batch3","ComBat","Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.676004155124655,0.679536011080333,0.68452216066482,0.663815789473685,0.554951523545706,0.350484764542936,0.685353185595567,0.685353185595567,0.674896121883658,0.682963988919667,0.683725761772854
0.677700831024932,0.66398891966759,0.688885041551248,0.347818559556787,0.465650969529086,0.337673130193906,0.661045706371191,0.661045706371191,0.686565096952908,0.687915512465375,0.688608033240997
0.677285318559557,0.673718836565096,0.692070637119113,0.511149584487534,0.320117728531856,0.673130193905818,0.685110803324101,0.685110803324101,0.673441828254848,0.693663434903048,0.69016620498615
0.668351800554017,0.643005540166205,0.658621883656511,0.698372576177286,0.634072022160665,0.66990997229917,0.678808864265928,0.678808864265928,0.672714681440443,0.673095567867036,0.663885041551247
0.66132271468144,0.671779778393351,0.69134349030471,0.671329639889197,0.608483379501385,0.682513850415513,0.688261772853187,0.688261772853187,0.690304709141275,0.69075484764543,0.69134349030471
0.683240997229917,0.658518005540166,0.693871191135735,0.471087257617728,0.438227146814404,0.675311634349031,0.598476454293629,0.598476454293629,0.438954293628809,0.666066481994461,0.692278393351801
0.689993074792243,0.701281163434903,0.688573407202217,0.710283933518006,0.356509695290859,0.684972299168976,0.701973684210526,0.701973684210526,0.702250692520776,0.701662049861496,0.696018005540167
0.655713296398892,0.643317174515236,0.696087257617729,0.425865650969529,0.389439058171745,0.667797783933518,0.575796398891966,0.575796398891966,0.34314404432133,0.687361495844876,0.6976108033241
0.673095567867035,0.674965373961219,0.668144044321331,0.395256232686981,0.42174515235457,0.62527700831025,0.655124653739613,0.655124653739613,0.668386426592798,0.665962603878115,0.665997229916897
0.680401662049863,0.677493074792246,0.658829639889196,0.391689750692521,0.390997229916898,0.32946675900277,0.609106648199446,0.609106648199446,0.372195290858726,0.641516620498616,0.652804709141274
0.663504155124654,0.643074792243767,0.673026315789473,0.394459833795014,0.421814404432133,0.67115650969529,0.591031855955678,0.591031855955678,0.368351800554017,0.657756232686981,0.670429362880887
0.680367036011081,0.664058171745153,0.685907202216068,0.686114958448753,0.412465373961219,0.673303324099723,0.688538781163435,0.688538781163435,0.688434903047092,0.689058171745154,0.686668975069253
0.682029085872577,0.674030470914127,0.682236842105264,0.4398891966759,0.322126038781164,0.346675900277008,0.674030470914127,0.674030470914127,0.682929362880886,0.682479224376732,0.681301939058172
0.669494459833795,0.677112188365652,0.670256232686981,0.403601108033241,0.358310249307479,0.668698060941829,0.600311634349029,0.600311634349029,0.337673130193906,0.645844875346261,0.662049861495844
0.662707756232688,0.673234072022161,0.67143351800554,0.515824099722992,0.355470914127424,0.666551246537396,0.640581717451525,0.640581717451525,0.511876731301939,0.661772853185595,0.67115650969529
0.666655124653739,0.673060941828253,0.663746537396121,0.692970914127424,0.354501385041551,0.658691135734071,0.653012465373961,0.653012465373961,0.683760387811635,0.680367036011081,0.670637119113574
0.676246537396122,0.666239612188366,0.67558864265928,0.450969529085873,0.406613573407202,0.674722991689751,0.678116343490304,0.678116343490304,0.657479224376733,0.677562326869806,0.676662049861496
0.686045706371191,0.70657894736842,0.665027700831026,0.363954293628809,0.348199445983379,0.356613573407202,0.621918282548476,0.621918282548476,0.623961218836565,0.66426592797784,0.664716066481995
0.675034626038782,0.674792243767313,0.666204986149585,0.349272853185596,0.349688365650969,0.657548476454293,0.644425207756234,0.644425207756234,0.644875346260389,0.659591412742382,0.663781163434903
0.67912049861496,0.665997229916898,0.691551246537396,0.393871191135734,0.353358725761773,0.34643351800554,0.670463988919669,0.670463988919669,0.685180055401661,0.691620498614958,0.691308864265927
0.682513850415513,0.667070637119114,0.698995844875347,0.580574792243767,0.380332409972299,0.312742382271468,0.704362880886427,0.704362880886427,0.699030470914128,0.700554016620499,0.700034626038782
0.679986149584488,0.677250692520776,0.667036011080332,0.622680055401662,0.450173130193906,0.670013850415513,0.666066481994461,0.666066481994461,0.66520083102493,0.666966759002771,0.666759002770083
0.673372576177286,0.681024930747921,0.668490304709142,0.674688365650969,0.41398891966759,0.640685595567868,0.672437673130193,0.672437673130193,0.668594182825485,0.669459833795014,0.669148199445984
0.684626038781164,0.691551246537396,0.679639889196676,0.369736842105263,0.398961218836565,0.312707756232687,0.658206371191135,0.658206371191135,0.366724376731302,0.679536011080332,0.67586565096953
0.684279778393351,0.693628808864267,0.682652354570637,0.635318559556787,0.412569252077562,0.334764542936288,0.672818559556787,0.672818559556787,0.683795013850417,0.686772853185596,0.688988919667591
0.682652354570636,0.687396121883657,0.670325484764542,0.398130193905817,0.462015235457064,0.673961218836565,0.569252077562326,0.569252077562326,0.451454293628809,0.606994459833795,0.666585872576177
0.684868421052632,0.675450138504155,0.700588642659281,0.324272853185596,0.332167590027701,0.661357340720223,0.699445983379503,0.699445983379503,0.698684210526317,0.700242382271469,0.700311634349031
0.669252077562328,0.688746537396122,0.671260387811634,0.437049861495844,0.654224376731302,0.348857340720222,0.63601108033241,0.63601108033241,0.586322714681441,0.648857340720222,0.67143351800554
0.682998614958449,0.693178670360111,0.661114958448753,0.470290858725762,0.577216066481995,0.661461218836565,0.665824099722991,0.665824099722991,0.577458448753463,0.667036011080332,0.667382271468145
0.666620498614959,0.669182825484764,0.662049861495845,0.450969529085872,0.703531855955679,0.380193905817174,0.66073407202216,0.66073407202216,0.662119113573407,0.662361495844875,0.662119113573407
0.682756232686982,0.676592797783934,0.693213296398892,0.351211911357341,0.329362880886427,0.328912742382271,0.690997229916897,0.690997229916897,0.335076177285318,0.691793628808864,0.693005540166205
0.67707756232687,0.677146814404432,0.677112188365652,0.40266620498615,0.305090027700831,0.351142659279778,0.601315789473684,0.601315789473684,0.651939058171746,0.674722991689751,0.674965373961219
0.674549861495844,0.687465373961219,0.700519390581718,0.60297783933518,0.651142659279778,0.413711911357341,0.697887811634349,0.697887811634349,0.697853185595568,0.700277008310249,0.70058864265928
0.683414127423822,0.688019390581717,0.671191135734073,0.341170360110803,0.352285318559557,0.671502770083102,0.624168975069252,0.624168975069252,0.328081717451523,0.658552631578947,0.667867036011081
0.677631578947368,0.676211911357341,0.652285318559557,0.633864265927978,0.633448753462603,0.645602493074792,0.668940443213297,0.668940443213297,0.660110803324099,0.668144044321331,0.661011080332411
0.683275623268698,0.677181440443213,0.695048476454295,0.558795013850415,0.310872576177285,0.649342105263158,0.621087257617728,0.621087257617728,0.685214681440444,0.687846260387812,0.694736842105265
0.676108033240997,0.676073407202217,0.669148199445984,0.34078947368421,0.350277008310249,0.338157894736842,0.610526315789474,0.610526315789474,0.668109418282549,0.665270083102492,0.669113573407203
