"Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.690997229916899,0.690997229916899,0.689231301939059,0.674792243767313,0.679709141274238
0.689335180055401,0.689335180055401,0.68777700831025,0.687915512465373,0.692970914127424
0.70806786703601,0.70806786703601,0.709037396121884,0.673545706371192,0.687465373961219
0.67856648199446,0.67856648199446,0.69851108033241,0.692243767313021,0.689058171745152
0.689335180055402,0.689335180055402,0.691828254847646,0.664958448753463,0.674826869806094
0.667659279778392,0.667659279778392,0.679674515235458,0.66128808864266,0.671052631578947
0.689785318559556,0.689785318559556,0.682479224376732,0.666620498614959,0.678843490304709
0.698130193905817,0.698130193905817,0.701939058171745,0.687950138504155,0.698372576177286
0.681786703601108,0.681786703601108,0.664785318559558,0.681059556786705,0.683414127423823
0.704847645429363,0.704847645429363,0.705470914127425,0.670567867036011,0.686738227146814
0.681163434903047,0.681163434903047,0.679224376731302,0.680297783933517,0.684279778393352
0.677735457063712,0.677735457063712,0.6803324099723,0.661045706371191,0.665824099722992
0.675934903047091,0.675934903047091,0.666932132963988,0.666481994459834,0.657721606648199
0.683968144044321,0.683968144044321,0.683310249307479,0.668801939058172,0.678012465373961
0.682063711911357,0.682063711911357,0.683725761772854,0.65266620498615,0.664785318559558
0.671052631578947,0.671052631578947,0.668178670360111,0.653427977839335,0.650346260387811
0.684002770083103,0.684002770083103,0.685283933518006,0.686045706371191,0.69376731301939
0.67822022160665,0.67822022160665,0.67822022160665,0.67018698060942,0.684349030470914
0.688157894736841,0.688157894736841,0.692209141274237,0.673060941828255,0.683414127423823
0.694632963988919,0.694632963988919,0.694529085872576,0.665997229916898,0.687569252077562
0.708206371191136,0.708206371191136,0.699792243767313,0.686842105263158,0.690962603878117
0.681959833795015,0.681959833795015,0.687846260387812,0.679155124653739,0.681786703601109
0.674653739612188,0.674653739612188,0.680367036011081,0.676662049861496,0.679605263157894
0.687742382271468,0.687742382271468,0.685491689750692,0.671329639889197,0.677908587257618
0.705574792243768,0.705574792243768,0.705505540166205,0.691239612188366,0.697160664819945
0.683379501385042,0.683379501385042,0.672368421052631,0.690304709141275,0.691412742382271
0.685076177285319,0.685076177285319,0.689612188365651,0.668905817174516,0.677873961218836
0.669355955678671,0.669355955678671,0.66606648199446,0.653704986149585,0.662326869806094
0.698995844875347,0.698995844875347,0.695186980609419,0.680367036011081,0.686980609418283
0.686184210526316,0.686184210526316,0.688192520775624,0.663954293628808,0.673926592797784
0.6452216066482,0.6452216066482,0.662950138504156,0.622576177285318,0.641481994459834
0.67943213296399,0.67943213296399,0.703774238227146,0.641793628808864,0.669286703601108
0.661807479224377,0.661807479224377,0.659418282548476,0.658206371191136,0.666204986149584
0.648337950138505,0.648337950138505,0.656890581717452,0.613261772853186,0.641204986149585
0.692070637119114,0.692070637119114,0.692070637119114,0.660457063711911,0.684764542936288
0.69518698060942,0.69518698060942,0.695394736842107,0.67053324099723,0.680401662049862
0.690789473684211,0.690789473684211,0.691516620498615,0.695914127423823,0.69819944598338
0.667728531855956,0.667728531855956,0.668836565096952,0.656267313019391,0.67465373961219
0.668317174515235,0.668317174515235,0.65862188365651,0.683448753462603,0.687015235457064
0.668940443213297,0.668940443213297,0.661530470914126,0.661114958448753,0.641516620498616
0.703324099722991,0.703324099722991,0.703566481994461,0.682513850415514,0.695498614958449
0.670083102493075,0.670083102493075,0.667797783933518,0.660283933518007,0.66665512465374
0.65924515235457,0.65924515235457,0.667174515235458,0.651696675900277,0.664162049861495
0.694494459833794,0.694494459833794,0.697887811634348,0.683829639889196,0.688261772853185
0.69134349030471,0.69134349030471,0.692313019390582,0.658760387811634,0.685803324099723
0.69556786703601,0.69556786703601,0.698753462603878,0.676004155124654,0.687638504155124
0.687569252077563,0.687569252077563,0.693698060941829,0.682029085872576,0.688850415512466
0.706405817174515,0.706405817174515,0.701835180055402,0.683206371191135,0.704501385041552
0.693386426592798,0.693386426592798,0.692693905817175,0.674722991689751,0.674584487534627
0.676523545706371,0.676523545706371,0.671121883656511,0.664889196675901,0.666620498614959
0.692313019390583,0.692313019390583,0.688608033240997,0.68452216066482,0.690927977839335
0.650761772853186,0.650761772853186,0.651385041551248,0.634037396121883,0.644113573407202
0.705540166204987,0.705540166204987,0.697853185595568,0.688504155124654,0.700346260387813
0.684175900277008,0.684175900277008,0.686565096952909,0.670706371191136,0.676350415512465
0.671952908587258,0.671952908587258,0.690027700831025,0.672714681440444,0.684279778393353
0.654224376731302,0.654224376731302,0.673926592797785,0.625934903047092,0.635006925207758
0.667105263157896,0.667105263157896,0.667693905817175,0.665824099722992,0.667728531855956
0.69698753462604,0.69698753462604,0.689162049861496,0.675692520775622,0.683171745152355
0.648199445983379,0.648199445983379,0.669944598337951,0.658137119113575,0.644702216066481
0.679293628808865,0.679293628808865,0.679882271468145,0.646883656509696,0.667486149584487
0.6994459833795,0.6994459833795,0.687292243767313,0.68538781163435,0.696814404432133
0.696260387811635,0.696260387811635,0.695117728531856,0.67707756232687,0.68393351800554
0.689439058171746,0.689439058171746,0.689162049861497,0.673614958448753,0.677112188365651
0.698130193905818,0.698130193905818,0.696952908587257,0.663227146814405,0.679882271468145
0.699896121883657,0.699896121883657,0.700865650969529,0.688365650969529,0.691897506925209
0.662465373961219,0.662465373961219,0.657444598337951,0.686738227146815,0.677735457063713
0.68718836565097,0.68718836565097,0.690720221606649,0.681301939058172,0.687188365650969
0.684972299168975,0.684972299168975,0.680678670360111,0.676627423822715,0.678393351800554
0.687188365650969,0.687188365650969,0.677042936288089,0.656717451523546,0.682548476454294
0.678947368421052,0.678947368421052,0.673060941828255,0.660560941828255,0.669355955678672
0.702423822714681,0.702423822714681,0.688746537396122,0.689646814404432,0.691620498614959
0.683968144044321,0.683968144044321,0.691412742382272,0.684141274238228,0.691966759002771
0.684141274238227,0.684141274238227,0.688538781163434,0.691412742382272,0.689473684210527
0.649445983379502,0.649445983379502,0.669286703601109,0.606717451523545,0.616170360110803
0.68656509695291,0.68656509695291,0.680886426592798,0.670221606648201,0.689023545706372
0.683656509695291,0.683656509695291,0.672506925207756,0.654639889196677,0.660180055401661
0.689958448753463,0.689958448753463,0.687396121883657,0.657236842105264,0.67825484764543
0.683344875346261,0.683344875346261,0.674826869806095,0.658137119113573,0.662673130193906
0.673961218836565,0.673961218836565,0.677146814404433,0.669148199445983,0.676973684210527
0.682963988919668,0.682963988919668,0.67115650969529,0.655817174515236,0.662846260387812
0.697922437673131,0.697922437673131,0.696329639889197,0.6904432132964,0.695325484764542
0.662465373961219,0.662465373961219,0.684626038781164,0.663954293628808,0.682825484764543
0.650554016620499,0.650554016620499,0.653324099722992,0.662846260387812,0.642693905817175
0.693663434903048,0.693663434903048,0.692209141274239,0.666551246537396,0.675450138504155
0.657894736842106,0.657894736842106,0.648684210526316,0.661011080332411,0.65713296398892
0.670013850415513,0.670013850415513,0.679605263157894,0.655297783933518,0.663746537396122
0.640616343490305,0.640616343490305,0.652250692520776,0.604639889196676,0.626973684210527
0.681267313019392,0.681267313019392,0.67974376731302,0.675242382271468,0.675380886426592
0.658725761772853,0.658725761772853,0.669078947368421,0.655817174515236,0.661911357340719
0.709314404432133,0.709314404432133,0.695498614958449,0.685041551246538,0.699826869806095
0.691724376731304,0.691724376731304,0.684833795013852,0.67884349030471,0.68452216066482
0.706371191135735,0.706371191135735,0.70747922437673,0.667416897506925,0.6875
0.707686980609418,0.707686980609418,0.692347645429363,0.680851800554018,0.699030470914128
0.694529085872576,0.694529085872576,0.692797783933517,0.678774238227147,0.702839335180055
0.683137119113574,0.683137119113574,0.686738227146815,0.676904432132964,0.69581024930748
0.697818559556787,0.697818559556787,0.705609418282548,0.656232686980608,0.682617728531857
0.686772853185595,0.686772853185595,0.681405817174516,0.681786703601109,0.68836565096953
0.687638504155124,0.687638504155124,0.682860110803324,0.67704293628809,0.693040166204985
0.675138504155125,0.675138504155125,0.684418282548477,0.668767313019391,0.664646814404433
0.658483379501385,0.658483379501385,0.67139889196676,0.627008310249308,0.623614958448753
