"NoBatch","Batch","Batch1","Batch2","Batch3","ComBat","Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.684314404432133,0.5,0.620844875346261,0.5,0.5,0.5,0.620844875346261,0.620844875346261,0.5,0.620844875346261,0.620844875346261
0.690616343490305,0.5,0.594321329639889,0.5,0.5,0.5,0.594321329639889,0.594321329639889,0.5,0.594321329639889,0.594321329639889
0.697368421052631,0.5,0.656994459833796,0.5,0.5,0.5,0.656994459833796,0.656994459833796,0.5,0.656994459833796,0.656994459833796
0.697368421052631,0.5,0.706786703601108,0.5,0.5,0.5,0.706786703601108,0.706786703601108,0.5,0.706786703601108,0.706786703601108
0.697368421052631,0.5,0.693455678670361,0.5,0.5,0.5,0.693455678670361,0.693455678670361,0.5,0.693455678670361,0.693455678670361
0.696987534626038,0.5,0.682271468144044,0.5,0.5,0.5,0.682271468144044,0.682271468144044,0.5,0.682271468144044,0.682271468144044
0.697368421052631,0.5,0.509452908587258,0.5,0.5,0.5,0.509452908587258,0.509452908587258,0.5,0.509452908587258,0.509452908587258
0.661114958448754,0.5,0.697264542936287,0.5,0.5,0.697368421052631,0.697264542936287,0.697264542936287,0.5,0.697264542936287,0.697264542936287
0.689473684210527,0.5,0.686426592797784,0.5,0.5,0.5,0.686426592797784,0.686426592797784,0.5,0.686426592797784,0.686426592797784
0.693282548476454,0.5,0.681682825484765,0.566481994459834,0.5,0.5,0.672195290858726,0.672195290858726,0.566481994459834,0.679432132963989,0.681682825484765
0.697576177285318,0.5,0.67648891966759,0.5,0.5,0.5,0.67648891966759,0.67648891966759,0.5,0.67648891966759,0.67648891966759
0.697368421052631,0.5,0.5797783933518,0.670879501385042,0.5,0.5,0.602631578947369,0.602631578947369,0.5797783933518,0.594459833795015,0.58303324099723
0.641585872576178,0.5,0.6279432132964,0.5,0.5,0.5,0.6279432132964,0.6279432132964,0.5,0.6279432132964,0.6279432132964
0.697368421052631,0.5,0.687603878116343,0.706925207756232,0.5,0.5,0.689127423822715,0.689127423822715,0.706925207756232,0.688538781163435,0.688469529085873
